x1,y1
18.27171251,37.39004924
3.102949085,12.78314286
14.78656419,67.56691065
15.56554106,79.26564969
28.1360987,113.2898566
23.39198649,103.642945
-1.469211315,29.79058647
3.2013634,48.32389207
5.234849689,26.95764631
11.61112933,89.4500167
20.08302845,92.76520608
7.394237245,34.58419337
14.04556217,47.11116709
20.29067388,38.87187027
42.00718767,113.1097258
15.12126919,91.29331172
21.14647028,92.80026368
14.60752067,50.07088296
26.75988168,65.14231098
1.595068156,9.248262868
21.3257456,134.313331
38.51753475,76.1333587
11.0989059,67.0614371
21.96217112,80.84309981
7.645580504,37.28358432
11.71383562,40.18981144
22.5582864,76.88063195
15.3170187,47.58217224
15.92928641,18.97106672
16.16084847,10.47893419
16.40781466,68.19925018
6.756270373,44.97910223
16.89238286,-30.25326189
19.28608926,63.77223286
5.776831553,48.54281978
3.590766719,63.2311969
18.3363621,98.50713638
14.26367063,-20.00731441
20.24173669,29.36831453
8.585225961,47.00787478
6.081685927,101.0816455
19.41496144,49.76546678
25.57798221,93.41418862
11.49558793,44.44478259
13.44857315,83.4278072
23.9488029,117.7105699
10.94363413,58.12310673
10.0650652,18.42886886
11.75325413,37.44324994
20.95299059,103.52263
14.78959917,12.30241896
13.43342744,24.3552118
6.846616849,13.80761838
11.68933993,13.82344479
2.589212333,-28.41627685
8.837294857,3.182315113
19.95026871,67.63223675
-10.41479225,1.782564656
-0.916856749,-14.72137187
20.38733115,41.03848168
17.08824002,46.63255997
18.81095986,37.39902607
12.7414208,78.66724866
12.40980018,37.73393151
20.30135492,92.56725991
12.28180823,6.460212294
25.10693372,110.2635158
22.14344091,49.10239797
13.82736794,64.60833297
21.65455477,66.91212051
13.7640317,-11.98931867
21.25941444,82.78769282
26.55224241,49.51074925
18.70151534,98.97711588
15.40313735,71.83406686
10.9328155,79.499022
6.177420428,39.64831181
8.096247747,31.83003431
8.740784964,148.2551746
4.138598698,55.1402199
13.74265918,10.94947803
30.00066179,53.39640598
27.94648982,121.9179676
17.7210225,74.62781078
30.33460817,85.92255001
28.14732754,91.44724503
20.90753004,61.25945104
9.244942703,65.70939288
20.12563985,105.2761246
34.46366702,122.1414722
13.3094778,59.11020146
30.659076,109.015186
25.03651721,129.3051863
3.650082171,14.17356713
21.44828119,58.25437837
17.57913443,83.44276989
30.88994126,97.77341837
3.124998637,6.293434681
19.9276219,43.04275771
29.80750414,102.1903314
17.610502,72.94990423
18.57411428,73.49554259
29.47831241,121.8290147
19.980972,61.32914096
12.29140313,48.419734
6.707558214,47.81078206
19.50865549,115.4427742
18.15631829,96.30403049
7.699732828,52.37581517
18.47507369,13.79942771
3.071228385,11.96915612
26.81916477,104.6024692
-1.956061085,42.95905046
3.147480982,4.861746484
15.96954813,57.32306203
25.38289419,123.2525159
21.24558304,120.0424812
11.95558748,76.81216844
